Track_Title,Key_Signature
"Violin Sonata No. 22 in A Major, K. 305 ",A Major
"Keyboard Concerto in G Minor, BWV 975 [Arr. for Recorder & Chamber Ensemble]: I. Allegro ",G Minor
"Piano Sonata No. 2 in F Minor, Op. 20 ",F Minor
"Piano Trio No. 1 in D minor, Op. 63: II. Lebhaft, doch nicht zu rasch ",D minor
"Symphony No. 99 in E-Flat Major, Hob. I:99: I. Adagio - Vivace assai ",E-Flat Major
"Piano Concerto No. 5 in G Major, Op. 55: I. Allegro con brio ",G Major
"Piano Trio No. 1 in B-Flat Major, Op. 99, D. 898: II. Andante un poco mosso ",B-Flat Major
"Studien für den Pedalflügel, Op. 56: No. 2 in A Minor ",A Minor
"Piano Sonata No. 15 in C Major, D. 840 ""Reliquie"": I. Moderato ",C Major
Clarinet Sonata in D Major: I. Allegretto scorrevole ,D Major
"Fugue No. 2 in c minor, BWV 847 ",c minor
"Piano Quartet No. 2 in A Major, Op. 26 ",A Major
"Symphony No. 2 in C minor, Op. 12: IVa. Finale ",C minor
Symphony No. 5 in C-Sharp minor: IV. Adagietto. Sehr langsam ,C-Sharp minor
"Dettingen Te Deum in D Major, HWV 283: Thou Sittest at the Right Hand of God ",D Major
"Invention in C Minor, Op. 10 No. 6: IV. Fantasia. Allegro non presto ",C Minor
"Symphony No. 51 in B-Flat Major, Hob. I:51: IV. Finale. Allegro ",B-Flat Major
"Fantaisie in A Major, Op. 124: II. Allegro ",A Major
Valse-caprice in E flat Major ,E flat Major
Cello Sonata in G Minor: III. Con moto e marcato ,G Minor
"38 Waltzes, Ländler & Écossaises, Op. 18, D. 145: Waltz No. 8 in E flat Minor ",E flat Minor
Pastorale in G Major ,G Major
"Pièces de clavecin en concerts, Concert No. 5 in D minor: I. La Forqueray ",D minor
"String Quartet No. 30 in E-Flat Major, Op. 33 No. 2, Hob. III:38 ""The Joke"" ",E-Flat Major
"Violin Sonata in A Minor, Op. 137 No. 2, D. 385: I. Allegro moderato ",A Minor
Keyboard Sonata No. 66 in C Minor ,C Minor
"Piano Sonata No. 2 in E-Flat Major, Op. 13 ",E-Flat Major
"Der getreue Music-Meister, Viola da gamba Sonata in G Major, TWV 41:G6: III. Dolce ",G Major
"13 Préludes, Op. 32: No. 2 in B-Flat Minor ",B-Flat Minor
"Nannerl Notenbuch: No. 2, Menuet in F Major ",F Major
"Keyboard Sonata in B-Flat Major, Wq. 65 No. 44: II. Allegro assai ",B-Flat Major
"English Suite No. 6 in D minor, BWV 811: IV. Double ",D minor
"Symphony No. 9 in C Major, D. 944 ""Great"": I. Andante - Allegro ma non troppo ",C Major
"Piano Trio No. 1 in D minor, Op. 49, MWV Q29: IV. Finale. Allegro assai appassionato ",D minor
"Deutsche Tänze, Heft 2, Op. 7: No. 8 in D Major. Con spirito ",D Major
"French Suite No. 2 in c minor, BWV 813a: II. Courante ",c minor
"Overture in the French Style in B Minor, BWV 831: X. Bourrée I ",B Minor
Mazurka No. 3 in D♭ major ,D♭ major
"Organ Concerto No. 6 in B♭ major, Op. 4 No. 6, HWV 294: III. Allegro moderato ",B♭ major
"String Quartet in B flat Major, Op. 33 No. 4, Hob. III:40 ",B flat Major
"Trio concertant in G major, Op. 29: II. Menuetto & Trio. Poco vivace ",G major
"Violin Concerto No. 1 in A Minor, Op. 77: I. Nocturne. Moderato ",A Minor
"Rhapsody in G Minor, Op. 79 No. 2 ",G Minor
"Symphony No. 1 in G Minor, Op. 7, FS 16, CNW 25 ",G Minor
"Keyboard Sonata in B minor, Wq. 62 No. 22 ",B minor
Sinfonia in C Major: I. Allegro ,C Major
"Flute Sonata No. 2 in C major: I. Pastorale. A l'aise, mais sans lenteur ",C major
"Lute Suite in G Minor, BWV 995: V. Gavotte II ",G Minor
Ouverture grosso in G Major ,G Major
"Cello Concerto in C Major, G. 573: III. Allegro comodo ",C Major
"Overture No. 10 in F Minor, Op. 142 ",F Minor
"Cassation in C Major, Hob. III:6: IV. Finale. Presto ",C Major
Étude No. 19 in F Major ,F Major
"Piano Concerto in F Minor, Op. 16 ",F Minor
"Cello Grand Sonata in E-Flat Major, Op. 5 No. 1: III. Rondo ",E-Flat Major
"Brandenburg Concerto No. 1 in F major, BWV 1046 ",F major
"Symphony No. 1 in F Minor, Op. 7: I. Grave. Allegro con brio ",F Minor
"12 Études, Op. 25: No. 5 in E Minor ""Wrong Note"" ",E Minor
"Violin Sonata No. 2 in A Minor, BWV 1003: III. Andante - IV. Allegro ",A Minor
"Toccata in D major, BWV 912: III. Con discrezione ",D major
"Piano Concerto No. 1 in E Minor, Op. 11 ",E Minor
"The Well-Tempered Clavier, Book 1: Prelude No. 18 in G# Minor, BWV 863 ",G# Minor
"Keyboard Sonata No. 60 in C Major, Op. 79, Hob. XVI:50 ",C Major
"Flute Concerto in E Major, TWV 51:E1 ",E Major
"Violin Sonata in A Minor, Op. 27 No. 2: IV. Les furies. Allegro furioso ",A Minor
"6 Mazurkas, Op. 56, B. 111: No. 4 in D Minor. Lento, ma non troppo ",D Minor
"4 Duettos: No. 3 in G Major, Op. 3 No. 25, BWV 804 ",G Major
"Violin Sonata in C major, B.C3 ",C major
"6 Violin Sonatas, Op. 10b No. 6 in C Major, J. 104: II. Largo ",C Major
"Keyboard Concerto in B Minor, BWV 979: V. Adagio ",B Minor
Piano Trio in E-Flat Major ,E-Flat Major
"Piano Concerto No. 4 in D Minor, Op. 70: II. Andante ",D Minor
"Trumpet Sonata in D Major, Op. 35 No. 10 ""La caprara"": II. Presto ",D Major
"Morceaux de salon, Op. 10: No. 4, Barcarolle in G Minor ",G Minor
"4 Impromptus, Op. 90, D. 899: No. 2 in E-Flat Major ",E-Flat Major
"Mazurkas, Op. 30: No. 1 in C minor ",C minor
"Symphony No. 14 in B-Flat Major, MH 133: II. Concertino per il fagotto ",B-Flat Major
"Symphony No. 8 in F Major, Op. 93: III. Tempo di minuetto ",F Major
Concerto for 2 Guitars in G major ,G major
"Pièces de clavecin, Book 3, 14th Ordre in D Major-Minor ",D Major
"Keyboard Sonata in F Minor, Wq. 57/6, H. 173: I. Allegro assai ",F Minor
"Violin Sonata in F Minor, Op. 4, MWV Q 12: III. Allegro agitato ",F Minor
"Cassation in G Major, K. 63 ",G Major
"String Quartet in G Major, Op. 44 No. 4, G. 223 ""La Tiranna"" ",G Major
"Suite in B flat Major, BWV 821: V. Echo ",B flat Major
"Orchestral Suite No. 2 in B minor, BWV 1067 ",B minor
"Organ Concerto in B♭ major, Op. 7 No. 1, HWV 306: II. Andante ",B♭ major
"Études d'exécution transcendante, S. 139: No. 2 in A minor ""Fusees"" ",A minor
"Theme & Variations in D minor, JS 196: Var. 3 ",D minor
"Organ Concerto in G Minor, Op. 35 ",G Minor
Flute Concerto in D major: III. Allegro assai ,D major
"Piano Trio in E♭ major, Op. 89, Hob. XV:30: III. Presto ",E♭ major
"Keyboard Sonata in F sharp Minor, Wq. 52 No. 4 ",F sharp Minor
Serenade for Concertina & Piano in A Major: II. Allegretto scherzoso ,A Major
"6 Morceaux, composés sur un seul thème, Op. 21, TH 134: No. 1, Prelude in B Major ",B Major
Keyboard Sonata No. 49 in c minor ,c minor
"24 Préludes, Op. 11: No. 13 in G-Flat Major ",G-Flat Major
"Piano Quartet in C Minor, Op. 13, TrV 137: II. Scherzo. Presto ",C Minor
"Piano Concerto No. 12 in A major, K. 414: III. Rondeau. Allegretto ",A major
"Toccata in D Major, BWV 912: I. Presto ",D Major
"Cello Suite in G Major, Op. 131c No. 1: III. Fuga. Allegro ",G Major
"Violin Concerto No. 1 in D Major, Op. 19: I. Andantino ",D Major
"Keyboard Sonata in E Major, Hob. XVI:22: II. Andante ",E Major
"Violin Sonata No. 3 in B♭ major, Op. 2 No. 1, K. 8 ",B♭ major
"Piano Sonata No. 9 in C Major, Op. 103: IV. Allegro con brio ma non troppo presto ",C Major
"Keyboard Partita No. 4 in D Major, BWV 828: I. Overture ",D Major
"Cello Sonata in A Minor, Op. 5 No. 6, H. 108: IV. Allegro ",A Minor
"Organ Concerto No. 1 in G Minor, Op. 4 No. 1, HWV 289: III. Adagio ",G Minor
"Cello Sonata in D Major, G. 564: I. Allegro ",D Major
Concert royaux No. 3 in A Major: III. Courante ,A Major
"Keyboard Sonata in A Minor, Wq. 65 No. 33 ",A Minor
"Flute Sonata in E major, Wq. 84: I. Allegretto ",E major
Trumpet Concerto in D major: I. Largo e giusto ,D major
Symphony No. 8 in A major ,A major
"Trio in D Major, Hob. XV:16 ",D Major
"Cello Sonata No. 2 in F Major, Op. 99: II. Adagio affettuoso ",F Major
"Keyboard Sonata in G Minor, Wq. 65/17, H. 47 ",G Minor
"Flute Sonata in G Major, Op. 1 No. 5, HWV 363b: IV. Bourrée - V. Menuetto ",G Major
Violin Concerto No. 8 in G Major: I. Allegro assai ,G Major
"Keyboard Sonata in A Minor, Wq. 57/2: III. Allegro di molto ",A Minor
"Piano Trio No. 3 in B Major, Op. 19: II. Intermezzo. Allegretto con grazia ",B Major
"Symphony No. 9 in D Minor, WAB 109: III. Adagio. Langsam feierlich ",D Minor
"Guitar Sonata in A Major, Op. 29 No. 2 ",A Major
"Suite in A Minor, TWV 55:A2: II. Les plaisirs ",A Minor
"Violin Concerto No. 2 in G major, Op. 13: I. Allegro non troppo ",G major
Glettur: No. 1 in E Major ,E Major
"Duo in E-Flat Major, Op. 3: II. Fuga. Allegro ",E-Flat Major
"English Suite No. 2 in A Minor, BWV 807 ",A Minor
"Symphony No. 4 in A Major, Op. 90, MWV N 16 ""Italian"": III. Con moto moderato ",A Major
"Pièces de clavecin, Suite No. 3 in G Major ",G Major
Bassoon Concerto in E-Flat Major: I. Allegro ,E-Flat Major
"Violin Concerto in D Major, Op. 77: III. Allegro giocoso, ma non troppo vivace - Poco più presto ",D Major
"String Quartet in B Minor, Op. 33 No. 1, Hob. III:37: I. Allegro moderato ",B Minor
Adagio in G Minor ,G Minor
"Keyboard Sonata in G Minor, Hob. XVI:44 ",G Minor
"Piano Quintet in G Minor, Op. 57 ",G Minor
"Grand Sonata in A major, MS 3: II. Romanze ",A major
"Concerto in the Italian Style in F Major, BWV 971: II. Andante ",F Major
"Fantasy No. 11 in G Major, TWV 40:12 ",G Major
"String Quartet in F Minor, Op. 55 No. 2, Hob. III:61 ""Razor"": I. Andante più tosto allegretto ",F Minor
Double Concerto for Violin & Piano in F-Sharp Minor: III. Allegro ,F-Sharp Minor
Sinfonia in C Major for 4 Trumpets: IV. Allegro ,C Major
"Mystery Sonata No. 6 in c minor ""Agony in the Garden"": III. Adagio ",c minor
"Concerto a 2 cori No. 2 in F major, HWV 333 ",F major
"Piano Concerto No. 8 in C Major, K. 246 ""Lützow"": III. Rondo. Tempo di minuetto ",C Major
"Divertimento in B-Flat Major, K. 137 ""Salzburg Symphony No. 2"" ",B-Flat Major
24 Mazurkas: No. 6 in G Major ,G Major
"Lieder ohne Worte, Op. 19b: No. 1 in E Major, MWV U86 ",E Major
Clarinet Sonatina in B-Flat Major: I. Allegro calmato ,B-Flat Major
"Harpsichord Sonata No. 6 in B♭ major, BeRI 230 ",B♭ major
"Lute Suite in E Minor, BWV 996: VI. Gigue ",E Minor
Keyboard Concerto in B-Flat Major: III. Rondo Allegro ,B-Flat Major
"Flute Concerto in D Major, TWV 51:D3 ""Concerto polonoise"": IV. Vivace ",D Major
"6 Impromptus, Op. 5: No. 4 in E Minor ",E Minor
String Quartet in G Minor: III. Largo cantabile ,G Minor
"Keyboard Sonata in D Minor, BWV 964 ",D Minor
"Organ Concerto in B♭ major, Op. 7 No. 3, HWV 308: I. Andante ",B♭ major
"Rondo in C Major, Wq. 56/1, H. 260 ",C Major
"Symphony No. 1 in F minor, Op. 7: III. Allegro molto scherzando ",F minor
"24 Préludes & Fugues, Op. 87: Prelude No. 21 in B-Flat Major ",B-Flat Major
"Mystery Sonata No. 6 in c minor ""Agony in the Garden"": II. Presto ",c minor
"Ballade No. 1 in G minor, Op. 23 ",G minor
"Rondo à la krakowiak in F Major, Op. 14: Rondo. Allegro non troppo ",F Major
"Gloria in D Major, RV 589: X. Quoniam tu solus Sanctus ",D Major
"Piano Sonata No. 4 in E-Flat Major ""4 Goodbye Concert Rags"" ",E-Flat Major
"Sonata No. 4 for Violin & Harpsichord in C Minor, BWV 1017 ",C Minor
Guitar Sonatina in A Minor: III. Allegro ,A Minor
Sonata for Trumpet & 2 Orchestras in D Major: I. Allegro moderato ,D Major
"8 Klavierstücke, Op. 76: No. 1, Capriccio in F sharp Minor ",F sharp Minor
"Harmonia artificiosa-ariosa, Partia No. 3 in A Major, C. 64: IV. Balletto ",A Major
"Serenade No. 7 in D Major, K. 250 ""Haffner"": VII. Menuetto ",D Major
"Violin Sonata No. 6 in D major, Op. 116 ""Appassionata"": III. Allegro con fuoco ",D major
Septet in E flat Major: IV. Largo - Allegro vivace - Agitato ,E flat Major
"String Quartet No. 5 in C Minor, Op. 32: I. Allegro non troppo ",C Minor
"Voluntary in C major, Z. 717 ",C major
"Piano Concerto No. 25 in C Major, K. 503 ",C Major
"Piano Concerto in F Minor, Op. 5: I. Allegro maestoso ",F Minor
"Suite algérienne in C Major, Op. 60, R. 173 ",C Major
"Piano Sonata No. 31 in A-Flat Major, Op. 110 ",A-Flat Major
"Sonata for 2 Cellos in C Major, Op. 43 No. 2: I. Allegro poco maestoso ",C Major
Sonata in C Major ,C Major
"String Quintet No. 6 in E♭ major, K. 614 ",E♭ major
"Mazurka in F Minor, Op. 68 No. 4 ",F Minor
"Keyboard Sonata in G Major, Wq. 55 No. 6: III. Allegro di molto ",G Major
"Bassoon Concerto in G Major, RV 493: II. Largo ",G Major
"Keyboard Sonata in A Major, Hob. XVI:26: II. Menuet al rovescio ",A Major
"Symphony No. 81 in G Major, Hob. I:81: IV. Finale. Allegro, ma non troppo ",G Major
"String Quintet in c minor, Op. 104: I. Allegro con brio ",c minor
"Violin Concerto No. 2 in G major, Op. 13: III. Allegretto moderato ",G major
"Variations in D Minor, Op. 54: Var. 2 ",D Minor
"Klavierübung, Pt. 4, 8 Études After Cramer: No. 3 in D Major ""En Carillon"" ",D Major
Les guitares bien tempérées: Fugue No. 4 in E Major ,E Major
"Symphony No. 6 in F Major, K. 43 ",F Major
Sinfonia in B-Flat Major for Cello & Basso continuo: II. Spiritoso ,B-Flat Major
"Variations in E major on Rossini's ""Non più mesta"" ",E major
Introduction & Variations in A major on Rossini's Di tanti palpiti ,A major
Guitar Sonatina in C major: II. Andantino ,C major
"Concerto grosso in G Major, Op. 6 No. 1, HWV 319 ",G Major
"Piano Quintet in E flat Major, K. 452: III. Rondo ",E flat Major
Harp Sonata in C Minor: III. Presto ,C Minor
"Cello Sonata in E flat Major, G. 567: III. Allegro ",E flat Major
"Waltzes, Op. 34 ""Valses brillantes"": No. 2 in A Minor ",A Minor
"Piano Concerto No. 4 in E major, Op. 110: I. Allegro pomposo e spiritoso ",E major
"Piano Trio No. 2 in A minor, Op. 18 ",A minor
"Fantasy in C Major, D. 605a ""Grazer"": Alla polacca ",C Major
24 Mazurkas: No. 13 in B-Flat Major ,B-Flat Major
"Concerto for Strings in G Major, RV 151 ""Alla rustica"": III. Allegro ",G Major
"Mass No. 14 in B-Flat Major, Hob. XXII:14 ""Harmoniemesse"" ",B-Flat Major
"Cello Sonata in E Major, IPH 14: II. Moderately Fast ",E Major
Clarinet Sonata No. 6 in C Major ,C Major
"Symphony No. 107 in B♭ major, Hob. I:107 ""Symphony A"": II. Andante ",B♭ major
"Keyboard Sonata in A Minor, BWV 965: IV. Allemande ",A Minor
"Sonate de concert in E Major, Op. 47 ",E Major
"Cello Sonata No. 10 in E flat Major, G. 10: I. Allegro ",E flat Major
"Concerto for 2 Violins in G Major, TWV 52:G2. IV. Presto ",G Major
"Sonate Brillante in G Minor, Op. 21: III. Allegro vivo ",G Minor
"Sonata in G Minor, No. 5: III. Adagio ",G Minor
"Symphony No. 5 in E Minor, Op. 64, TH 29: II. Andante cantabile, con alcuna licenza ",E Minor
"Keyboard Sonata in G Major, Wq. 58 No. 2, H. 273: III. Allegretto ",G Major
"String Quartet in E-Flat Major, Op. 9 No. 2, Hob. III:20: II. Menuet ",E-Flat Major
"Piano Concerto No. 1 in D-Flat Major, Op. 10: III. Allegro scherzando ",D-Flat Major
Symphony No. 1 in G Minor ,G Minor
"Keyboard Sonata in E-Flat Major, Hob. XVI:Es.2 ",E-Flat Major
"Symphony No. 27 in G Major, K. 199: I. Allegro ",G Major
"String Quartet in E Major, Op. 2 No. 2, Hob. III:8: IV. Minuetto ",E Major
"Concerto à 7 in F Major, TWV 44:41 ",F Major
"Symphony No. 31 in D Major, K. 297 ""Paris"" ",D Major
"Piano Sonata No. 19 in C Minor, D. 958: III. Menuetto. Allegro ",C Minor
"Pièces de clavecin, Book 4, 22nd ordre in D major-Minor: No. 2, Premier air pour la suite du trophée ",D major
"Serenade in D minor, Op. 44, B. 77 ",D minor
"Mass No. 4 in C Major, Op. 48, D. 452: III. Credo ",C Major
"Prelude in A Minor, BuxWV 153: Fugue ",A Minor
"String Quartet in E major, Op. 2 No. 2, Hob. III:8: II. Minuet ",E major
"Requiem in D Minor, K. 626: VIII. Communio. Lux aeterna ",D Minor
"Suite in E-Flat Major, BWV 819 - Suite in E-Flat Major, 819a: V. Bourrée ",E-Flat Major
"Violin Concerto No. 1 in C Minor, Op. 88: II. Andante sostenuto ",C Minor
"String Quartet No. 3 in E-Flat Major, Op. 7: III. Andante ",E-Flat Major
"String Quartet in F Major, Op. 44, FS 36: IV. Finale. Molto adagio ",F Major
"24 Études: No. 12 in C Minor, Op. 10 No. 12 ""Revolutionary"" ",C Minor
48 Préludes for Guitar: No. 6 in B Minor ,B Minor
Violone Sonata in F major: I. Presto - Allegro ,F major
"13 Préludes, Op. 32: No. 1 in C Major. Allegro vivace ",C Major
Versetto in D major ,D major
"Piano Sonata No. 21 in C major, Op. 53 ""Waldstein"": III. Rondo. Allegretto moderato - Prestissimo ",C major
"Concerto for 2 Horns in F major, TWV 52:F3: III. Siciliana ",F major
Fantasia in D Major: Fuga ,D Major
"Flute Sonata in D Major, Op. 2 No. 5 ",D Major
Trio Sonata No. 2 in F Major: IV. Allegro ,F Major
"Keyboard Sonata in C major, Wq. 65 No. 16 ",C major
"Keyboard Sonatina in c minor, Wq. 64 No. 6, H. 12: III. Presto ",c minor
"Horn Sonata in E-Flat Major, Op. 101: I. Moderato espressivo ",E-Flat Major
"Keyboard Sonata No. 8 in A major, BeRI 232: III. Vivace ",A major
"Piano Concerto No. 2 in E Major, Op. 12: Ib. Langsam - ",E Major
"Lieder ohne Worte, Book 6, Op. 67: No. 4 in C Major, MWV U 182 ""Spinnerlied"" ",C Major
"Piano Concerto No. 1 in F sharp Minor, Op. 72 ",F sharp Minor
"Symphony in G Minor, WoO 29 ""Zwickau"": II. Andantino assai - Allegretto ",G Minor
"Piano Concerto No. 1 in C major, Op. 15: I. Allegro con brio ",C major
"Violin Sonata in D Major, B.D2: I. Andante cantabile ",D Major
"Symphony No. 4 in E-Flat Major, WAB 104 ""Romantic"" ",E-Flat Major
"Ungarischer Romanzero, S. 241a: No. 4 in A Minor ",A Minor
"Piano Sonata No. 14 in C Minor, K. 457: III. Molto allegro ",C Minor
"Piano Sonata No. 28 in A Major, Op. 101: II. Vivace alla marcia ",A Major
"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air [Arr. B. Mayer for Flute & Harp] ",D Major
"Flute Concerto in F Major, C21: I. Allegro maestoso ",F Major
"Recorder Sonatina in E Major, TWV 41:E1: II. Vivace ",E Major
"Gloria in D Major, RV 589: VII. Domine Fili unigenite ",D Major
"Piano Trio No. 1 in B Major, Op. 8: IV. Finale. Allegro ",B Major
"Trumpet Concerto in D Major, G. 28: II. Adagio ",D Major
"Pièces de clavecin, Book 2, 8th Ordre in B Minor: No. 8, Gigue ",B Minor
"Cello Concertino No. 2 in G major, Op. 41: II. Andante ",G major
"Flute Sonata in G Major, Op. 2 No. 6 ",G Major
"Keyboard Sonata in F Major, Wq. 53 No. 6: II. Andantino ",F Major
"Duet for 2 Cellos in G Minor, Op. 60 No. 6 ",G Minor
"L'arte del violino, Violin Concerto in A Major, Op. 3 No. 11: I. Capriccio XXI ",A Major
"Symphony No. 5 in B flat Major, WAB 105: I. Introduction. Adagio ",B flat Major
"Lieder ohne Worte, Book 2, Op. 30: No. 6 in F# Minor, MWV U110 ""Venetianisches Gondellied"" ",F# Minor
"Keyboard Sonata in B-Flat Major, Wq. 89 No. 1: III. Allegro ",B-Flat Major
"Keyboard Sonata in C major, Wq. 48 No. 5 ""Prussian Sonata No. 5"": I. Poco allegro ",C major
"Suite in D minor ""Folie"" ",D minor
"24 Préludes in All the Keys, Op. 179: No. 13 in G♭ major ""Fughetta"" ",G♭ major
"Capricci armonici da chiesa e da camera, Op. 4, Trumpet Sonata No. 1 in C Major: III. Presto ",C Major
"Symphony No. 4 in G Major: III. Ruhevoll, poco adagio ",G Major
"Keyboard Sonata in G minor, Kk. 234 ",G minor
"Symphony No. 1 in E Major, Op. 17: III. Scherzo ",E Major
"Cello Concerto No. 2 in B Minor, Op. 50: II. Adagio ",B Minor
"Piano Quartet in E Major, Op. 6: III. Scherzo. Sehr lebhaft ",E Major
"String Quintet No. 1 in G Major, Op. 14: IIIf. Variation 5 ",G Major
"6 Klavierstücke, Op. 118: No. 4, Intermezzo in F Minor ",F Minor
"Piano Sonata in F Major ""Variations on a Theme by Mozart"": II. Menuetto. Allegretto - Trio ",F Major
"String Quartet in F Major, Op. 77 No. 2, Hob. III:82 ""Lobkowitz"": III. Andante ",F Major
"Orchestral Suite No. 2 in B Minor, BWV 1067: IV. Bourrées I ",B Minor
"Piano Sonata No. 4 in B Minor, Op. 56 ",B Minor
"Pièces de viole, Book 1, Suite in D minor for 2 Viols & Continuo: V. Gigue ",D minor
"Symphony No. 41 in C Major, K. 551 ""Jupiter"": IV. Finale. Molto allegro ",C Major
"Rondo capriccioso in E Major, Op. 14, MWV U67: Presto ",E Major
"Voluntary in G Major, Op. 5 No. 9: II. Fugue. Allegro ",G Major
"Concerto for 2 Cellos in D Major, Op. 69: I. Molto moderato ",D Major
"Violin Concerto No. 3 in G Minor, Op. 99 ",G Minor
"Serenade No. 7 in D Major, K. 250 ""Haffner"" ",D Major
"6 Études, Op. 23: No. 2 in C Major ""Staccato Étude"" ",C Major
"Violin Sonata in D Minor, H. 3 ",D Minor
"Suite in A Minor, RCT 5: No. 14, Les tricotets ",A Minor
"12 Études, W235: No. 12 in A Minor ",A Minor
"Keyboard Concerto in G Minor, Wq. 32 ",G Minor
"6 Fugues on BACH, Op. 60: No. 1 in B♭ major ",B♭ major
"Violin Sonata in C# Minor, Op. 21 ",C# Minor
Wind Quintet No. 2 in D Minor ,D Minor
"Trio Sonata in D Minor, Wq. 145: III. Allegro ",D Minor
"Piano Concerto No. 1 in G Minor, Op. 25, MWV O7 ",G Minor
"Flute Concerto in G Major, C25: I. Allegro ",G Major
"Serenade in E♭ major, Op. 6: II. Allegro ma non troppo e grazioso ",E♭ major
Suite No. 13 in D Major: I. Allemande ,D Major
"3 Nouvelles études, B. 130: No. 3 in D-Flat Major ",D-Flat Major
"Suite in A♭ major, Op. 59: I. Andante maestoso ",A♭ major
"Mass in B flat Major, Hob. XXII:12 ""Theresienmesse"": IIc. Gloria. Quoniam tu solus sanctus ",B flat Major
"Organ Concerto in B-Flat Major, Op. 7 No. 1, HWV 306: I. Andante ",B-Flat Major
Recorder Concerto No. 13 in G Minor ,G Minor
"Nouvelles suites de pièces de clavecin, Suite in G Major, RCT 6: V. La poule ",G Major
"Concertos in 7 Parts Done from the Lessons of Domenico Scarlatti, No. 6 in D Major: III. Adagio ",D Major
"Symphony No. 22 in C Major, K. 162: I. Allegro assai ",C Major
"Suite de pièces in A Major, Op. 35 No. 6: V. Menuets I & II ",A Major
"11 Variations on an Original Theme in D Major, Op. 21 No. 1: Theme ",D Major
Trio Sonata a 3 No. 2 in F Major ,F Major
"Keyboard Suite in D Minor, HWV 428: Vc. Var. 2 ",D Minor
"Violin Sonata No. 6 in G Major, BWV 1019 ",G Major
"Sinfonia concertante in E Minor, Op. 125: II. Allegro giusto ",E Minor
"Symphony No. 8 in C Minor, WAB 108: III. Adagio. Sehr feierlich, langsam, doch nicht schleppend ",C Minor
"English Suite No. 5 in E Minor, BWV 810: V. Passepied I ",E Minor
"Piano Sonata No. 8 in A Minor, K. 310: III. Presto ",A Minor
"Violin Concerto in E-Flat Major, Op. 8 No. 5, RV 253 ""La tempesta di mare"": III. Presto ",E-Flat Major
"String Quartet in E-Flat Major, Op. 1 No. 2, Hob. III:2: I. Allegro molto ",E-Flat Major
Oboe Concerto in D Minor ,D Minor
"Concerto for 2 Violins in D Minor ""Double"", BWV 1043: II. Largo ma non tanto ",D Minor
"Violin Concerto No. 2 in B minor, Op. 7, MS 48: III. Rondo ""La campanella"" ",B minor
Waltz No. 5 in E Minor ,E Minor
"Symphony No. 107 in B-Flat Major, Hob. I:107 ""Symphony A"" ",B-Flat Major
"Piano Trio in F Major, Op. 42: I. Allegro animato ",F Major
"Symphony No. 29 in A Major, K. 201: IV. Allegro con spirito ",A Major
"Piano Sonata No. 21 in C major, Op. 53 ""Waldstein"": III. Rondo ",C major
"Toccata in F-Sharp minor, BWV 910: IV. — ",F-Sharp minor
"2 Impromptus, Op. 54: No. 2 in A♭ major ",A♭ major
Cello Sonata No. 2 in A Major: II. Allegro ,A Major
"Keyboard Sonata in G major, Wq. 65 No. 22: I. Allegro ",G major
"Horn Trio in E flat Major, Op. 40: II. Scherzo. Allegro ",E flat Major
"Violin Concerto No. 7 in D Major, K. 271a: I. Allegro maestoso ",D Major
Trio Sonata a 3 No. 3 in A Major: I. Adagio ,A Major
"Concerto grosso in F Major, Op. 6 No. 9: II. Allemanda. Allegro ",F Major
"Symphony No. 55 in B♭ major, K. Anh. 214: II. Andante ",B♭ major
"Violin Concerto No. 3 in G Minor, Op. 99: III. Adagio. Moderato ",G Minor
"Cello Concerto in C Major, G. 573 ",C Major
"Piano Sonata No. 16 in A Minor, Op. 42, D. 845: IV. Allegro vivace ",A Minor
"Piano Quartet in C Minor, Op. 13, TrV 137 ",C Minor
"Recorder Sonata in F Major, TWV 41:F2: II. Largo ",F Major
"Concerto in D Minor, Op. 3 No. 11, RV 565: IV. Largo e spiccato ",D Minor
"Piano Concerto No. 12 in A Major, Op. 4 No. 1, K. 414: II. Andante ",A Major
"Quartet for Oboe, Violin, Viola & Cello in F Major, K. 370 ",F Major
"Piano Quintet No. 2 in B Minor, Op. 63 ",B Minor
24 Préludes & Fugues: Fugue No. 6 in B minor ,B minor
Toccata IX in G Minor ,G Minor
Clarinet Concerto in B-Flat Major ,B-Flat Major
"Symphony No. 4 in E♭ major, WAB 104 ""Romantic"": III. Scherzo. Bewegt ",E♭ major
"6 Organ Sonatas: No. 3, Allegro brillante in B flat Major ",B flat Major
"Concerto for 2 Oboes & Bassoon in D Minor, TWV 53:d1: III. Affettuoso adagio ",D Minor
"Pièces de clavecin, Suite No. 2 in G minor: Gigue de Mr. De Lully ",G minor
"Keyboard Sonata in D Major, Wq. 65 No. 14: I. Allegro ",D Major
"Violin Concerto in D Major, Op. 35, TH 59: I. Allegro moderato - Moderato assai ",D Major
"Piano Concerto No. 4 in c minor, Op. 44, R. 197: II. Allegro vivace - Allegro ",c minor
Piano Sonata in E♭ Minor: I. Allegro appassionato ,E♭ Minor
"String Quartet in A minor, Op. 132: IV. Alla marcia - Assai vivace ",A minor
"Symphony No. 2 in D Major, Op. 20 ""Sommerklange fra Sydrusland"": I. Andante ",D Major
"24 Préludes, Op. 28: No. 5 in D Major ",D Major
